GEO,UOM,Time,Type,Category,Cross,value
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Yogurt,-0.209254628
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Fruit,-0.251817661
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Chicken,0.080572683
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Bread,-0.103336675
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Milk,0.065514238
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Rice,-0.021796759
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Meat,0.488328947
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Fish,0.088746077
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Yogurt,-0.014876769
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Fruit,0.079100324
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Chicken,-0.553946431
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Bread,-0.156058931
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Milk,0.244536388
Iran,Price Elasticity,1387-1396,Compensated,Chicken,Rice,-0.242613014
Iran,Price Elasticity,1387-1396,Compensated,Bread,Meat,-0.10814053
Iran,Price Elasticity,1387-1396,Compensated,Bread,Fish,0.017354146
Iran,Price Elasticity,1387-1396,Compensated,Bread,Yogurt,0.016586506
Iran,Price Elasticity,1387-1396,Compensated,Bread,Fruit,-0.102349181
Iran,Price Elasticity,1387-1396,Compensated,Bread,Chicken,-0.157444713
Iran,Price Elasticity,1387-1396,Compensated,Bread,Bread,0.167923741
Iran,Price Elasticity,1387-1396,Compensated,Bread,Milk,-0.025353636
Iran,Price Elasticity,1387-1396,Compensated,Bread,Rice,0.124640259
Iran,Price Elasticity,1387-1396,Compensated,Milk,Meat,-0.296577035
Iran,Price Elasticity,1387-1396,Compensated,Milk,Fish,-0.046266889
Iran,Price Elasticity,1387-1396,Compensated,Milk,Yogurt,0.222263712
Iran,Price Elasticity,1387-1396,Compensated,Milk,Fruit,0.167826567
Iran,Price Elasticity,1387-1396,Compensated,Milk,Chicken,0.638084322
Iran,Price Elasticity,1387-1396,Compensated,Milk,Bread,-0.065574559
Iran,Price Elasticity,1387-1396,Compensated,Milk,Milk,-0.505447703
Iran,Price Elasticity,1387-1396,Compensated,Milk,Rice,-0.181091824
Iran,Price Elasticity,1387-1396,Compensated,Rice,Meat,0.043961655
Iran,Price Elasticity,1387-1396,Compensated,Rice,Fish,0.046734159
Iran,Price Elasticity,1387-1396,Compensated,Rice,Yogurt,0.009020756
Iran,Price Elasticity,1387-1396,Compensated,Rice,Fruit,-0.017199156
Iran,Price Elasticity,1387-1396,Compensated,Rice,Chicken,-0.195001909
Iran,Price Elasticity,1387-1396,Compensated,Rice,Bread,0.099298722
Iran,Price Elasticity,1387-1396,Compensated,Rice,Milk,-0.055781351
Iran,Price Elasticity,1387-1396,Compensated,Rice,Rice,0.002183715
