Year,Decile,value,Variable
94,10,22.70032508,Durable
95,1,9.677787674,Durable
95,2,13.75425057,Durable
95,3,14.41550807,Durable
95,4,5.253900021,Durable
95,5,14.65569551,Durable
95,6,16.65510107,Durable
95,7,15.70390587,Durable
95,8,19.82806901,Durable
95,9,19.57742409,Durable
95,10,21.11423705,Durable
96,1,9.601353847,Durable
96,2,12.04954937,Durable
96,3,15.35315464,Durable
96,4,14.25558631,Durable
96,5,16.38069319,Durable
96,6,17.83108048,Durable
96,7,17.76593248,Durable
96,8,19.97729923,Durable
96,9,20.68855479,Durable
96,10,24.88999719,Durable
