"","ProvinceCode","HHID","quarter","indiv.no","relationship","sex","age","nationality","residence.state","student","literate","edu.code","marrital.state","curr.job.year","curr.job.month","job.year","job.month","second.job.code","second.job.status","prev.job.code","prev.job.status","leaving.reason","not.ready.working","week.status","preference.type","preference.sec","weight","activity.state","ProvinceName","Region","job.field","second.job.position","second.job.field","prev.job.position","prev.job.field","Year","ID"
"20",30,"9830110831",2,1,"Head","Female",69,"Iran","In-Iran",FALSE,TRUE,"Primary","Widowed",13,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.3052,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1398,"139898301108311"
"21",30,"9830110831",2,2,"Child","Female",34,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,70.3052,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108312"
"22",30,"9830110831",2,3,"Child","Female",24,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Service",70.3052,"Unemployed","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108313"
"23",30,"9830110832",1,1,"Head","Female",58,"Iran","In-Iran",FALSE,TRUE,"College","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,93.369425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108321"
"24",30,"9830110832",1,2,"Spouse","Male",58,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,93.369425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108322"
"25",30,"9830110832",1,3,"Child","Male",23,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,9629,"Prv-wage","Low income",NA,NA,"Wage","Service",93.369425,"Unemployed","Alborz","Urban",NA,NA,NA,"Unskilled workers","Others and Garbag",1398,"139898301108323"
"26",30,"9830110833",1,1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",20,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.277175,"Employed","Alborz","Urban","Protective Services",NA,NA,NA,NA,1398,"139898301108331"
"27",30,"9830110833",1,2,"Spouse","Female",39,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,90.277175,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108332"
"28",30,"9830110833",1,3,"Child","Male",20,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",3,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.277175,"Employed","Alborz","Urban","Personal Services",NA,NA,NA,NA,1398,"139898301108333"
"29",30,"9830110833",1,4,"Child","Female",16,"Iran","In-Iran",TRUE,TRUE,"High","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,90.277175,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108334"
"30",30,"9830110833",2,1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",18,0,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.976125,"Employed","Alborz","Urban","Protective Services",NA,NA,NA,NA,1398,"139898301108331"
"31",30,"9830110833",2,2,"Spouse","Female",40,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,79.976125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108332"
"32",30,"9830110833",2,3,"Child","Male",20,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",3,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.976125,"Employed","Alborz","Urban","Personal Services",NA,NA,NA,NA,1398,"139898301108333"
"33",30,"9830110833",2,4,"Child","Female",16,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,79.976125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108334"
"34",30,"9830110834",1,1,"Head","Male",31,"Afghan","In-Iran",FALSE,TRUE,"Pre","Married",12,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3734,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301108341"
"35",30,"9830110834",1,2,"Spouse","Female",29,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,94.3734,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108342"
"36",30,"9830110834",1,3,"Child","Male",0,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3734,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108343"
"37",30,"9830110834",2,1,"Head","Male",31,"Afghan","In-Iran",FALSE,TRUE,"Pre","Married",10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.784325,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301108341"
"38",30,"9830110834",2,2,"Spouse","Female",29,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,88.784325,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108342"
"39",30,"9830110834",2,3,"Child","Male",0,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.784325,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108343"
"40",30,"9830110835",1,1,"Head","Male",46,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",21,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9763,"Employed","Alborz","Urban","Production and Specialized Services",NA,NA,NA,NA,1398,"139898301108351"
"41",30,"9830110835",1,2,"Spouse","Female",46,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,89.9763,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108352"
"42",30,"9830110835",1,3,"Child","Male",16,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9763,"Employed","Alborz","Urban","Drivers and Mobile Plant",NA,NA,NA,NA,1398,"139898301108353"
"43",30,"9830110835",2,1,"Head","Male",46,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",22,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7352,"Employed","Alborz","Urban","Science and Engineering",NA,NA,NA,NA,1398,"139898301108351"
"44",30,"9830110835",2,2,"Spouse","Female",46,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,86.7352,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108352"
"45",30,"9830110835",2,3,"Child","Male",16,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,86.7352,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108353"
"46",30,"9830110836",2,1,"Head","Male",58,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",32,0,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.446575,"Employed","Alborz","Urban","Electrical and Electronics Trades",NA,NA,NA,NA,1398,"139898301108361"
"47",30,"9830110836",2,2,"Spouse","Female",53,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,88.446575,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108362"
"48",30,"9830110836",2,3,"Child","Male",29,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Industry",88.446575,"Unemployed","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108363"
"49",30,"9830110836",2,4,"Child","Male",22,"Iran","In-Iran",TRUE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,88.446575,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108364"
"50",30,"9830110836",2,5,"Child","Female",18,"Iran","In-Iran",TRUE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,88.446575,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108365"
"51",30,"9830110837",1,1,"Head","Male",52,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",20,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.33905,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301108371"
"52",30,"9830110837",1,2,"Spouse","Female",50,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,96.33905,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108372"
"53",30,"9830110837",1,3,"Child","Male",28,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.33905,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1398,"139898301108373"
"54",30,"9830110837",1,4,"Child","Female",19,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Service",96.33905,"Unemployed","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108374"
"55",30,"9830110838",1,1,"Head","Female",61,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,98.007125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108381"
"56",30,"9830110838",1,2,"Child","Male",32,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",9,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.007125,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301108382"
"57",30,"9830110838",1,3,"Child-in-Law","Female",28,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,98.007125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108383"
"58",30,"9830110838",1,4,"Grand-Child","Female",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.007125,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108384"
"59",30,"9830110839",1,1,"Head","Female",47,"Iran","In-Iran",FALSE,TRUE,"Pre","Divorced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,91.43345,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108391"
"60",30,"9830110839",1,2,"Child","Male",23,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.43345,"Employed","Alborz","Urban","Administrative and Commercial",NA,NA,NA,NA,1398,"139898301108392"
"61",30,"9830110839",1,3,"Child","Female",15,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,91.43345,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301108393"
"62",30,"9830110907",4,1,"Head","Male",61,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",40,0,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.14855,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301109071"
"63",30,"9830110907",4,2,"Spouse","Female",62,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.14855,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1398,"139898301109072"
"64",30,"9830110907",4,3,"Child","Male",32,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",4,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.14855,"Employed","Alborz","Urban","Electrical and Electronics Trades",NA,NA,NA,NA,1398,"139898301109073"
"65",30,"9830110907",4,4,"Child","Male",30,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others","Others",NA,NA,86.14855,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109074"
"66",30,"9830110907",4,5,"Child","Female",28,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.14855,"Employed","Alborz","Urban","Teaching",NA,NA,NA,NA,1398,"139898301109075"
"67",30,"9830110908",4,1,"Head","Male",39,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.931575,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301109081"
"68",30,"9830110908",4,2,"Spouse","Female",40,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,90.931575,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109082"
"69",30,"9830110908",4,3,"Child","Male",12,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,90.931575,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109083"
"70",30,"9830110908",4,4,"Child","Male",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.931575,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109084"
"71",30,"9830110909",4,1,"Head","Male",37,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",15,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.554525,"Employed","Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1398,"139898301109091"
"72",30,"9830110909",4,2,"Spouse","Female",31,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,84.554525,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109092"
"73",30,"9830110909",4,3,"Child","Female",11,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,84.554525,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109093"
"74",30,"9830110910",3,1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",3,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.742875,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301109101"
"75",30,"9830110910",3,2,"Spouse","Female",43,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,89.742875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109102"
"76",30,"9830110910",3,3,"Child","Male",20,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.742875,"Employed","Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1398,"139898301109103"
"77",30,"9830110910",3,4,"Child","Male",14,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,89.742875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109104"
"78",30,"9830110910",4,1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",10,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.28775,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301109101"
"79",30,"9830110910",4,2,"Spouse","Female",43,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,92.28775,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109102"
"80",30,"9830110910",4,3,"Child","Male",20,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.28775,"Employed","Alborz","Urban","Personal Services",NA,NA,NA,NA,1398,"139898301109103"
"81",30,"9830110910",4,4,"Child","Male",14,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,92.28775,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109104"
"82",30,"9830110911",3,1,"Head","Male",36,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",5,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.554525,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301109111"
"83",30,"9830110911",3,2,"Spouse","Female",28,"Iran","In-Iran",FALSE,TRUE,"College","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,84.554525,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109112"
"84",30,"9830110911",3,3,"Child","Female",1,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.554525,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109113"
"85",30,"9830110911",4,1,"Head","Male",36,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",6,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.98085,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301109111"
"86",30,"9830110911",4,2,"Spouse","Female",28,"Iran","In-Iran",FALSE,TRUE,"College","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,86.98085,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109112"
"87",30,"9830110911",4,3,"Child","Female",2,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.98085,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109113"
"88",30,"9830110912",3,1,"Head","Female",69,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,73.4908,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109121"
"89",30,"9830110912",4,1,"Head","Female",69,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,75.2882,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109121"
"90",30,"9830110916",3,1,"Head","Male",40,"Iran","In-Iran",FALSE,FALSE,NA,"Married",10,0,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6585,"Employed","Alborz","Urban","Street and Market",NA,NA,NA,NA,1398,"139898301109161"
"91",30,"9830110916",3,2,"Spouse","Female",37,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,81.6585,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109162"
"92",30,"9830110916",3,3,"Child","Female",18,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Service",81.6585,"Unemployed","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109163"
"93",30,"9830110916",3,4,"Child","Male",16,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,81.6585,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109164"
"94",30,"9830110916",4,1,"Head","Male",41,"Iran","In-Iran",FALSE,FALSE,NA,"Married",28,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.976125,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1398,"139898301109161"
"95",30,"9830110916",4,2,"Spouse","Female",38,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,79.976125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301109162"
