"","ProvinceCode","HHID","quarter","indiv.no","relationship","sex","age","nationality","residence.state","student","literate","edu.code","marrital.state","curr.job.year","curr.job.month","job.year","job.month","second.job.code","second.job.status","prev.job.code","prev.job.status","leaving.reason","not.ready.working","week.status","preference.type","preference.sec","weight","activity.state","ProvinceName","Region","job.field","second.job.position","second.job.field","prev.job.position","prev.job.field","Year","ID"
"33",30,"9730109716",1,2,"Spouse","Female",26,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,145.558,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097162"
"34",30,"9730109717",2,1,"Head","Male",36,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",12,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.920275,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1397,"139797301097171"
"35",30,"9730109717",2,2,"Spouse","Female",37,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,166.920275,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097172"
"36",30,"9730109717",2,3,"Child","Male",16,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,166.920275,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097173"
"37",30,"9730109717",2,4,"Child","Male",15,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,166.920275,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097174"
"38",30,"9730109717",2,5,"Child","Male",7,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.920275,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097175"
"39",30,"9730109718",2,1,"Head","Male",31,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",8,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.3859,"Employed","Alborz","Urban","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1397,"139797301097181"
"40",30,"9730109718",2,2,"Spouse","Female",26,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,138.3859,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097182"
"41",30,"9730109719",3,1,"Head","Male",54,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,138.3859,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097191"
"42",30,"9730109719",3,2,"Spouse","Female",43,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,138.3859,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097192"
"43",30,"9730109719",4,1,"Head","Male",54,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",14,8,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.244,"Employed","Alborz","Urban","Street and Market",NA,NA,NA,NA,1397,"139797301097191"
"44",30,"9730109719",4,2,"Spouse","Female",43,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,148.244,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097192"
"45",30,"9730109720",3,1,"Head","Male",22,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",4,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.3859,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1397,"139797301097201"
"46",30,"9730109720",3,2,"Spouse","Female",22,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,138.3859,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097202"
"47",30,"9730109720",4,1,"Head","Male",22,"Others","In-Iran",TRUE,TRUE,"Pre","Married",4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.244,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1397,"139797301097201"
"48",30,"9730109720",4,2,"Spouse","Female",22,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,148.244,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097202"
"49",30,"9730109721",3,1,"Head","Male",52,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",10,8,29,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.3859,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1397,"139797301097211"
"50",30,"9730109721",3,2,"Spouse","Female",51,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,138.3859,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097212"
"51",30,"9730109723",1,1,"Head","Male",38,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",12,2,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.5864,"Employed","Alborz","Urban","Science and Engineering Associate",NA,NA,NA,NA,1397,"139797301097231"
"52",30,"9730109723",1,2,"Spouse","Female",33,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,158.5864,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097232"
"53",30,"9730109723",1,3,"Child","Male",5,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.5864,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097233"
"54",30,"9730109724",1,1,"Head","Female",75,"Iran","In-Iran",FALSE,TRUE,"Primary","Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,138.8713,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097241"
"55",30,"9730109724",2,1,"Head","Female",75,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,136.769475,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097241"
"56",30,"9730109725",1,1,"Head","Male",28,"Iran","In-Iran",FALSE,FALSE,NA,"Married",4,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.9872,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1397,"139797301097251"
"57",30,"9730109725",1,2,"Spouse","Female",25,"Iran","In-Iran",TRUE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,167.9872,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097252"
"58",30,"9730109726",1,1,"Head","Male",70,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,139.777575,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097261"
"59",30,"9730109727",1,1,"Head","Female",30,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Divorced",4,6,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.931125,"Employed","Alborz","Urban","Personal Services",NA,NA,NA,NA,1397,"139797301097271"
"60",30,"9730109727",1,2,"Child","Male",7,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.931125,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301097272"
"61",30,"9730109801",4,1,"Head","Male",30,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",8,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.318425,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1397,"139797301098011"
"62",30,"9730109801",4,2,"Spouse","Female",28,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,139.318425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098012"
"63",30,"9730109802",4,1,"Head","Male",73,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,113.1393,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098021"
"64",30,"9730109802",4,2,"Spouse","Female",66,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,113.1393,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098022"
"65",30,"9730109804",3,1,"Head","Male",26,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,5224,"Prv-wage","Business closure",NA,NA,"Wage","Industry",136.426025,"Unemployed","Alborz","Urban",NA,NA,NA,"Sales and services employee","Sales",1397,"139797301098041"
"66",30,"9730109804",4,1,"Head","Male",65,"Iran","In-Iran",FALSE,TRUE,"Primary","Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,122.786475,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098041"
"67",30,"9730109805",3,1,"Head","Male",55,"Iran","In-Iran",FALSE,TRUE,"Primary","Divorced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,136.426025,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098051"
"68",30,"9730109805",4,1,"Head","Female",55,"Iran","In-Iran",FALSE,TRUE,"Primary","Divorced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,132.868775,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098051"
"69",30,"9730109806",4,1,"Head","Male",28,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",7,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.56755,"Employed","Alborz","Urban","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1397,"139797301098061"
"70",30,"9730109807",2,1,"Head","Female",40,"Iran","In-Iran",FALSE,TRUE,"Primary","Divorced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,133.564,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098071"
"71",30,"9730109807",3,1,"Head","Female",41,"Iran","In-Iran",FALSE,TRUE,"Middle","Divorced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,138.38595,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098071"
"72",30,"9730109808",2,1,"Head","Male",35,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",14,1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.7842,"Employed","Alborz","Urban","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1397,"139797301098081"
"73",30,"9730109808",2,2,"Spouse","Female",37,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,157.7842,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098082"
"74",30,"9730109808",2,3,"Child","Female",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.7842,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098083"
"75",30,"9730109808",2,4,"Child","Female",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.7842,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098084"
"76",30,"9730109809",2,1,"Head","Male",51,"Iran","In-Iran",TRUE,TRUE,"Primary","Married",40,1,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.318425,"Employed","Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1397,"139797301098091"
"77",30,"9730109809",2,2,"Spouse","Female",43,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,139.318425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098092"
"78",30,"9730109809",3,1,"Head","Male",52,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,148.244,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098091"
"79",30,"9730109809",3,2,"Spouse","Female",44,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,148.244,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098092"
"80",30,"9730109810",2,1,"Head","Male",33,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",8,8,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.873925,"Employed","Alborz","Urban","Business and Administration",NA,NA,NA,NA,1397,"139797301098101"
"81",30,"9730109810",2,2,"Spouse","Female",30,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,161.873925,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098102"
"82",30,"9730109810",2,3,"Child","Male",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.873925,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098103"
"83",30,"9730109810",2,4,"Child","Female",1,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.873925,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098104"
"84",30,"9730109811",1,1,"Head","Male",47,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",20,1,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5517,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1397,"139797301098111"
"85",30,"9730109811",1,2,"Spouse","Female",45,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,155.5517,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098112"
"86",30,"9730109811",1,3,"Child","Male",9,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5517,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098113"
"87",30,"9730109811",2,1,"Head","Male",47,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",30,1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.047075,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1397,"139797301098111"
"88",30,"9730109811",2,2,"Spouse","Female",45,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,145.047075,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098112"
"89",30,"9730109811",2,3,"Child","Male",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,145.047075,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098113"
"90",30,"9730109812",1,1,"Head","Male",65,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,123.931875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098121"
"91",30,"9730109812",1,2,"Spouse","Female",56,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,123.931875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098122"
"92",30,"9730109812",2,1,"Head","Male",66,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",16,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.17685,"Employed","Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1397,"139797301098121"
"93",30,"9730109812",2,2,"Spouse","Female",56,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,123.17685,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098122"
"94",30,"9730109813",3,1,"Head","Female",50,"Iran","In-Iran",FALSE,TRUE,"Pre","Widowed",17,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.957925,"Employed","Alborz","Urban","Business and Administration",NA,NA,NA,NA,1397,"139797301098131"
"95",30,"9730109813",3,2,"Child","Male",27,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Industry",138.957925,"Unemployed","Alborz","Urban",NA,NA,NA,NA,NA,1397,"139797301098132"
"96",30,"9730109813",4,1,"Head","Female",50,"Iran","In-Iran",FALSE,TRUE,"Middle","Widowed",20,8,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.3859,"Employed","Alborz","Urban","Business and Administration",NA,NA,NA,NA,1397,"139797301098131"
